"Star_code":"Star_name":"Distance":"star temperature":"MASS":"STAR RADIUS":"STAR LUMINOSITY":"STAR TYPE"
2134:"Lunarisys":540,219:2479:0,3:0,03:0,02:"M-5-V"
3158:"Acamar":2220:2401:0,4:0,1:0,05:"M-3-V"
1747:"Gloas":121,8:3997:0,5:0,8:0,13:"K-2-V"
4656:"Timir":9,24:4443:0,7:0,77:0,51:"K-2-V"
6405:"Ginan":76,9028:2746:0,1:0,09:0,03:"M-4-V"
2345:"Ukiyo's Resonance":637,54:2518:0,2:0,57:0,05:"M-8-V"
7817:"Aetheronix":6400:3717:0,6:0,87:0,27:"K-5-V"
6179:"Talitha":139,6:2858:0,3:0,64:0,06:"M-3-V"
7770:"Tsubasa Echoes":112,5:5636:0,9:1,08:1,04:"G-2-V"
3906:"Sylvari":499,35:4845:0,5:0,81:0,44:"K-0-V"
5706:"Frostbinder":1780,6268:3708:0,6:0,72:0,13:"K-7-V"
6167:"Chamukuy":96,5:2967:0,3:0,35:0,01:"M-3-V"
8671:"Algol":232,82:2966:0,2:0,57:0,08:"M-3-V"
2613:"Almach":769,112:3356:0,3:0,39:0,03:"M-2-V"
8717:"Ravenfury":99,5561:2656:0,4:0,38:0,01:"M-2-V"
3595:"Yoru Ascendance":252:3167:0,3:0,09:0:"M-2-V"
2411:"Nebulaflux":702,395:4043:0,8:0,9:0,36:"K-3-V"
8270:"Ignitara":804,246:4606:0,5:0,91:0,32:"K-2-V"
4908:"Gudja":35,87:2625:0,2:0,35:0,08:"M-5-V"
7515:"Unurgunite":1693,86:3970:0,6:0,83:0,1:"K-2-V"
8537:"Quantum Mirage":1277,32:2500:0,2:0,08:0,03:"M-1-V"
8823:"Achird":565,068:2593:0,3:0,41:0,05:"M-2-V"
9250:"Ninja's Horizon":433:3755:0,7:0,79:0,52:"K-2-V"
177:"Celestial Echo":582,377:4263:0,7:0,85:0,27:"K-2-V"
7401:"Furud":476,47:3416:0,1:0,15:0,02:"M-0-V"
5531:"Skat":913,075:4820:0,5:0,78:0,1:"K-0-V"
1756:"Ainalrami":123,92:3700:0,3:0,56:0,01:"M-0-V"
7563:"Intan":305:2765:0,1:0,47:0,01:"M-4-V"
301:"Fomalhaut":26,7:3926:0,7:0,96:0,17:"K-5-V"
3258:"Clandestine Nebula":815,129:2611:0,1:0,6:0,02:"M-5-V"
7367:"Tenshi Echoes":558,815:2466:0,3:0,46:0,07:"M-2-V"
2990:"Thunderhoof":474,654:2606:0,1:0,54:0,06:"M-7-V"
724:"Proxima Centauri":19,5711:3996:0,7:0,93:0,36:"K-5-V"
480:"Ronin's Cascade":1218,92:2862:0,2:0,01:0,07:"M-3-V"
9147:"Alnair":375,52:2860:0,2:0,26:0,02:"M-5-V"
486:"Vortexian":841:3399:0,1:0,11:0,03:"M-2-V"
9087:"Komorebi Cascade":175,71:3973:0,5:0,89:0,41:"K-5-V"
6422:"Cosmic Whispers":23,606:2947:0,1:0,28:0,06:"M-0-V"
8854:"Athebyne":5,079:2731:0,2:0,21:0,02:"M-5-V"
3901:"Galaxy Seraph":28,1:4349:0,5:0,93:0,08:"K-5-V"
4998:"Hunahpú":5630:2481:0,2:0,38:0,02:"M-2-V"
5640:"Lunar Quasar":1503,99:5276:0,9:1,01:1,04:"G-5-V"
9780:"Canopus":892,1:5232:0,8:1,12:0,97:"G-5-V"
5165:"Eonara":265,471:4585:0,6:0,93:0,29:"K-3-V"
2532:"Rastaban":161,743:2462:0,2:0,64:0,07:"M-1-V"
6389:"Sakura's Labyrinth":55:2922:0,4:0,67:0,07:"M-1-V"
2878:"Tabit":923,446:3793:0,8:0,93:0,57:"K-6-V"
5160:"Icewind":49,95:5336:0,9:1,07:1,05:"G-2-V"
3883:"Ukdah":74,94:2995:0,4:0,06:0,03:"M-3-V"
6865:"Alshat":455,685:2764:0,2:0,65:0,01:"M-3-V"
4541:"Stellar Whisper":963,67:2477:0,3:0,6:0,05:"M-7-V"
8891:"Tesserara":871,08:4214:0,8:0,74:0,46:"K-1-V"
1592:"Markab":900:2519:0,2:0,45:0,03:"M-3-V"
8072:"Sheliak":851,9:3807:0,5:0,75:0,31:"K-5-V"
1219:"Merak":734,49:3167:0,4:0,68:0,07:"M-3-V"
2905:"Thalassa's Shroud":960:2929:0,3:0,26:0,08:"M-4-V"
1435:"Tsuki's Beacon":585,001:5757:1:0,98:0,66:"G-2-V"
7699:"Elgafar":901,77:3642:0,2:0,67:0,02:"M-0-V"
2216:"Whalecaller":1441,96:2775:0,3:0,27:0,01:"M-5-V"
9523:"Asterion Abyss":326,936:3002:0,4:0,64:0,03:"M-0-V"
1183:"Helian Nebula":67,9:2814:0,2:0,66:0,01:"M-5-V"
9002:"Lusitânia":205:2768:0,3:0,54:0,08:"M-3-V"
9902:"Tuiren":1062,4:2745:0,4:0,31:0,08:"M-5-V"
4198:"Alula Australis":809,64:4081:0,6:0,94:0,52:"K-5-V"
9535:"Cassionara":810,898:3107:0,2:0,49:0,03:"M-1-V"
3134:"Bubup":3000:2450:0,1:0,69:0,06:"M-8-V"
3559:"Solaraether":2760:3088:0,3:0,02:0,04:"M-0-V"
2598:"Aurora Phantasm":12,6:2672:0,4:0,33:0,08:"M-5-V"
954:"Felis":394,804:5687:0,9:1,06:0,87:"G-2-V"
6325:"Ombraflux":894,44:2466:0,3:0,42:0,05:"M-8-V"
1617:"Sekhmet's Mirage":7560:5450:1:1,14:0,98:"G-5-V"
3059:"Arcanum Flux":55,43:2529:0,1:0,36:0:"M-5-V"
6395:"Nova Veil":443,8:2400:0,2:0,38:0,05:"M-2-V"
2526:"Shogun's Loom":743,716:2494:0,4:0,11:0,04:"M-1-V"
1955:"Nebulion":611,461:4138:0,8:0,83:0,23:"K-3-V"
7792:"Comet Shroud":80,2349:2850:0,4:0,37:0,03:"M-3-V"
9227:"Tianyi":429,55:2504:0,3:0,49:0,01:"M-8-V"
7425:"Solarion":269,2:3116:0,4:0,52:0,07:"M-1-V"
2870:"Uklun":1230,24:2765:0,3:0,06:0:"M-4-V"
6135:"Quasar Seraph":39,28:5465:0,9:0,97:1,41:"G-2-V"
8241:"Blizzardrider":324,6:2904:0,3:0,68:0,05:"M-4-V"
9854:"Ephemeral Abyss":260,2:2965:0,1:0,49:0,06:"M-3-V"
3412:"Setsuna":649,815:2676:0,4:0,52:0,04:"M-5-V"
9119:"Asellus Australis":9,42:2768:0,3:0,53:0,06:"M-2-V"
3277:"Meleph":120,5:4130:0,6:0,85:0,17:"K-3-V"
8099:"Galehelm":618,735:5272:0,8:1,04:1,15:"G-4-V"
2767:"Miram":8200:4579:0,5:0,89:0,41:"K-3-V"
1743:"Alrakis":907:4560:0,6:0,92:0,23:"K-0-V"
7916:"Moriah":1067,92:5632:1:1,06:0,94:"G-2-V"
2858:"Cleopatra's Expanse":1322,4:5429:0,9:1,11:1,24:"G-5-V"
4965:"Eaglecrest":365,698:3177:0,4:0,52:0,06:"M-2-V"
9423:"Hatysa":307,569:3087:0,2:0,62:0:"M-3-V"
4278:"Radiara":12,9:2445:0,4:0,06:0,06:"M-2-V"
2086:"Ra's Ascendance":553,618:4414:0,5:0,91:0,16:"K-0-V"
8797:"Stellaria Whimsy":47,36:3080:0,3:0,49:0,05:"M-3-V"
7795:"Gumala":1697,5:3126:0,4:0,15:0,06:"M-1-V"
6598:"Inazuma Shadows":239,289:2425:0,1:0,38:0,04:"M-8-V"
3972:"Geisha's Mirage":673,673:3706:0,5:0,89:0,29:"K-2-V"
7304:"Wolfheart":181,63:4673:0,7:0,87:0,41:"K-2-V"
4947:"Deneb":93:5451:0,9:0,96:1,41:"G-2-V"
2685:"Hikari Gaze":954:2522:0,2:0,37:0,04:"M-7-V"
5587:"Nebulionara":417,6:2647:0,4:0,26:0,07:"M-1-V"
2854:"Polaris":18,27:2801:0,3:0,34:0,04:"M-3-V"
6318:"Stormweaver":313:3732:0,6:0,75:0,24:"K-2-V"
9509:"Fumalsamakah":65:2669:0,4:0,15:0,08:"M-5-V"
2541:"Shogun's Resonance":21,8182:2661:0,4:0,26:0,05:"M-5-V"
4153:"Obsidian Whispers":677,599:3352:0,1:0,25:0,03:"M-2-V"
2729:"Zenithria":7120:2895:0,2:0,07:0,03:"M-4-V"
8513:"Koi's Ascendance":704,771:3186:0,4:0,64:0,06:"M-2-V"
747:"Tōku Echoes":482,29:3726:0,7:0,92:0,29:"K-2-V"
6752:"Mpingo":727,749:2588:0,2:0,05:0,02:"M-3-V"
1635:"Yozora":1100,38:2633:0,1:0,15:0,03:"M-2-V"
5314:"Cimmerian Veil":826,583:3918:0,7:0,94:0,33:"K-5-V"
3249:"Cosmaronix":149,57:2702:0,2:0,16:0,07:"M-5-V"
7063:"Cor Caroli":43,12:5642:0,9:1,08:1,03:"G-2-V"
7687:"Minelauva":1050,42:3399:0,3:0,57:0,04:"M-2-V"
5429:"Algenib":18,262:4948:0,6:0,81:0,1:"K-0-V"
7083:"Titanium Quasar":19,3:2887:0,2:0,24:0,02:"M-5-V"
1998:"Kaze Horizon":605:3017:0,1:0,23:0,04:"M-3-V"
8576:"Nebulonix":1167,82:5399:1:0,97:1,18:"G-5-V"
7461:"Haedus":1198,75:4233:0,6:0,9:0,15:"K-5-V"
6620:"Starglow Haven":561,987:3236:0,2:0,1:0,04:"M-2-V"
2104:"Inquill":458,91:3178:0,2:0,63:0,02:"M-0-V"
7356:"Fjordfall":107,898:2957:0,4:0,54:0:"M-2-V"
5433:"Azelfafage":342,18:2891:0,2:0,12:0,08:"M-3-V"
2152:"Pulsar Serenity":3860:2498:0,4:0,64:0,08:"M-8-V"
5943:"Infinite Iris":1130,84:4287:0,5:0,9:0,47:"K-5-V"
6604:"Vermilion Expanse":263,29:2544:0,2:0,13:0,07:"M-8-V"
826:"Vorpal Abyss":355:2893:0,4:0,22:0,02:"M-3-V"
852:"Oborozuki":292,338:2802:0,1:0,14:0,02:"M-5-V"
7659:"Grimclaw":884,095:3156:0,1:0,33:0,01:"M-3-V"
9297:"Alcor":98,2:2663:0,3:0,34:0,01:"M-3-V"
2094:"Eagleeye":362,087:3885:0,6:0,9:0,29:"K-6-V"
2400:"Flegetonte":918,88:3760:0,6:0,75:0,42:"K-0-V"
8339:"Cosmoth":1164,14:2547:0,1:0,67:0,05:"M-3-V"
4966:"Cryptic Nebula":306,39:3949:0,5:0,95:0,39:"K-3-V"
1553:"Heliconian Mirage":452,1:2633:0,3:0,22:0:"M-3-V"
5051:"Hassaleh":229,948:2971:0,3:0,47:0,07:"M-5-V"
6433:"Zubenelhakrabi":428,514:2565:0,3:0,57:0,07:"M-5-V"
2512:"Koeia":6,49:3062:0,3:0,24:0,04:"M-3-V"
6938:"Kagayaki Celestial":7300:5465:1:1,01:1,01:"G-2-V"
6299:"Fang":1122,46:2707:0,4:0,41:0,06:"M-4-V"
4568:"Koi's Radiance":31,93:3875:0,7:0,93:0,39:"K-7-V"
1255:"Infinite Whispers":471,921:2661:0,4:0,53:0,01:"M-6-V"
6128:"Celestial Serenity":56:2719:0,3:0,26:0,04:"M-6-V"
3849:"Horus' Gaze":1061:2419:0,2:0,61:0,07:"M-2-V"
3796:"Whalebone":1354,65:4857:0,7:0,71:0,15:"K-2-V"
7538:"Vortexion":5,58:3115:0,3:0,04:0:"M-3-V"
4460:"Stardrake":3130:3250:0,4:0,4:0,01:"M-1-V"
843:"Ashlesha":434,122:2820:0,3:0,18:0,01:"M-2-V"
3130:"Tegmine":415,67:3251:0,3:0,63:0,07:"M-3-V"
7455:"Symbionix":48,6:3130:0,4:0,03:0,04:"M-1-V"
248:"Elysian Nebula":745,379:2449:0,4:0,19:0,04:"M-3-V"
4987:"Solaraflux":360,14:2619:0,2:0,17:0,07:"M-2-V"
4550:"Bonsai Gaze":700,673:2673:0,4:0,44:0,02:"M-6-V"
4279:"Dabih":41,9176:2871:0,1:0,17:0,02:"M-2-V"
6249:"Ankh Seraph":183,8:3227:0,1:0,08:0,07:"M-1-V"
7221:"Aetherial Mirage":1425,31:4057:0,6:0,85:0,19:"K-6-V"
1715:"Altais":885,818:2934:0,1:0,27:0,04:"M-5-V"
3441:"Tamashī Labyrinth":512,899:5497:0,9:1,08:1,25:"G-2-V"
1071:"Cerulean Cryptic":800:2900:0,4:0,41:0:"M-3-V"
3187:"Acrux":946,79:3128:0,3:0,12:0,08:"M-2-V"
9291:"Tevel":59,35:3938:0,6:0,71:0,21:"K-2-V"
8654:"Alsafi":635,768:2421:0,1:0,12:0,06:"M-3-V"
9878:"Nebula Mirage":1100:2789:0,2:0,09:0:"M-2-V"
1973:"Cosmic Cascade":1008,27:2597:0,4:0,18:0,05:"M-5-V"
2025:"Heze":713,733:2597:0,3:0,25:0,03:"M-2-V"
9170:"Sekai Ember":984,187:2629:0,2:0,57:0,06:"M-7-V"
1108:"Sadr":3,8:2737:0,3:0,02:0,08:"M-5-V"
2546:"Elysiumix":508:5007:0,7:0,79:0,3:"K-0-V"
1522:"Quantumith":548,456:2972:0,4:0,46:0,05:"M-3-V"
